date,time,title
20160405.0,00:00,北京时间18点行情播报 现货黄金大幅反弹，现报1231.16美元/盎司，日
20160405.0,00:00,北京时间19点行情播报 现货黄金大幅反弹，现报1233.21美元/盎司，日
20160405.0,00:00,北京时间16点行情播报因股市下跌推升避险 现货黄金大幅反弹，刷新两
20160405.0,00:00,"伦敦金属交易所(LME)铜库存减少2,050吨，铝库存减少6,350吨，锌库存减少3"
20160405.0,00:00,04月05日山东招金最新回购金价255.74
20160405.0,00:00,4月4日ishares黄金持仓增加0.92吨/白银持仓增加34.18吨
20160405.0,00:00,王杨:黄金持有1214多单
20160405.0,00:00,04月05日山东招金最新回购金价254.95
20160405.0,00:00,黄金一季度表现抢眼 二季度能否再续辉煌？
20160405.0,00:00,隔夜欧美股市涨跌不一 黄金小跌原油大跌近3% 
20160405.0,00:00,鹰鸽合唱美元黄金怯场 冻产无望原油再难上涨 
20160405.0,00:00,北京时间8点行情播报 现货黄金盘中震荡整理，现报1215.48美元/盎司，
20160405.0,00:00,"日本 2月 劳动现金收入年率 0.9%, 预期值0.2%, 前值0.0%"
20160405.0,00:00,全球最大黄金ETF SPDR GOLD TRUST持仓较上日减少2.37吨，目前持仓量为815.72吨
20160405.0,00:00,美国COMEX 6月黄金期货价格周一收盘下跌4.20美元，跌幅0.3%，报1219.30美元/盎司
20160405.0,00:00,伦敦金属交易所(LME)三个月期铝价周一收盘与前一日持平，报1536美元/吨；
20160405.0,00:00,04月05日黄金ETF持仓最新报价
20160404.0,00:00,3月31日COMEX金银库存减少、NYMEX铂钯库存持平
20160404.0,00:00,4月1日ishares黄金持仓持平/白银持仓持平
20160404.0,00:00,全球最大黄金ETF--SPDR GOLD TRUST持仓周末减少1.19吨，当前持仓量为818.09吨
20160402.0,00:00,美国COMEX 6月黄金期货价格周五收盘下跌12.10美元，跌幅1.0%，报1223.50美元/盎司
20160401.0,00:00,不知名小ETF因大量配置黄金 一季度上涨30%
20160401.0,00:00,北京时间22点20分行情播报因非农及ISM制造业PMI均表现靓丽 现货黄金
20160401.0,00:00,美国制造业PMI略回升，美元黄金反应平淡 美国3月 Markit制造业PMI终
20160401.0,00:00,北京时间15点20分行情播报 现货黄金窄幅震荡，现报1234.00美元/盎司
20160401.0,00:00,北京时间15点20分行情播报 现货黄金窄幅震荡，现报1234.00美元/盎司
20160401.0,00:00,北京时间14点行情播报 现货黄金跌幅收窄，现报1232.45美元/盎司，日
20160401.0,00:00,04月01日山东招金最新回购金价256.29
20160401.0,00:00,北京时间9点行情播报 现货黄金盘中震荡上扬，现报1233.55美元/盎司，
20160401.0,00:00,黄金技术性回调，非农周波动加剧
20160401.0,00:00,北京时间8点行情播报 现货黄金盘中震荡整理，现报1232.15美元/盎司，
20160401.0,00:00,非农前美股谨慎交投 黄金创30年来最佳季度表现
20160401.0,00:00,黄金“闪耀的”日子即将结束 1200大关怕是守不住
20160401.0,00:00,三连击下黄金需求跌七成 婚嫁季能否拯救印度市场？
20160401.0,00:00,金价创30年来最大季度涨幅 美联储升息预期降温
20160401.0,00:00,多头逞强 现货黄金上涨迎非农
20160401.0,00:00,黄金上涨 斩获近30年来最强的季涨幅
20160401.0,00:00,北京时间2-4点 现货黄金窄幅震荡，现报1230.83美元/盎司，日升0.60%
20160401.0,00:00,美国COMEX 6月黄金期货价格周四收盘上涨7.00美元，涨幅0.6%，报1235
20160401.0,00:00,北京时间0-2点 现货黄金小幅回落，现报1232.53美元/盎司，日升0.64%
20160401.0,00:00,伦敦金属交易所(LME)三个月期铝价周四收盘上涨24美元，报1520元/吨 伦敦
20160401.0,00:00,04月01日黄金ETF持仓最新报价
20160331.0,00:00,03月31日山东招金最新回购金价255.78
20160331.0,00:00,北京时间11点行情播报 现货黄金盘中震荡上扬，现报1227.02美元/盎司
20160331.0,00:00,北京时间10点行情播报 现货黄金盘中震荡上扬，现报1228.27美元/盎司
20160331.0,00:00,03月31日山东招金最新回购金价255.60
20160331.0,00:00,北京时间11点行情播报 现货黄金盘中震荡上扬，现报1227.02美元/盎司
20160331.0,00:00,北京时间8点行情播报 现货黄金盘中震荡上扬，现报1227.75美元/盎司，
20160331.0,00:00,黄金在耶伦讲话大涨之后回撤 市场聚焦非农
20160331.0,00:00,全球最大黄金ETF--SPDR GOLD TRUST持仓较上日减少1.19吨，当前持仓量为819.28吨
20160331.0,00:00,期金金价收跌难挽颓势 美股回暖避险情绪消退
20160331.0,00:00,北京时间2-4点 现货黄金日低震荡，现报1225.23美元/盎司，日跌1.33%
20160331.0,00:00,北京时间0-2点 现货黄金日低震荡，现报1226.23美元/盎司，日跌1.23%
20160331.0,00:00,美国COMEX 6月黄金期货周三收跌8.90美元，跌幅0.7%，报1228.60美元/盎司
20160331.0,00:00,伦敦金属交易所(LME)三个月期铝价周三收盘上涨7美元，报1496元/吨 伦敦金
20160331.0,00:00,ADP靓丽风险情绪回升 黄金深幅回调大起大落
20160331.0,00:00,03月31日黄金ETF持仓最新报价
20160330.0,00:00,3月小非农ADP就业超预期 黄金维持1235附近盘整
20160330.0,00:00,ADP增幅放缓但好于预期，美元黄金反应平淡 美国3月ADP就业人数增加2
20160330.0,00:00,北京时间20点行情播报 现货黄金震荡走弱，现报1235.38美元/盎司，日
20160330.0,00:00,伦敦现货黄金周三早盘定盘价为1238.20美元/盎司
20160330.0,00:00,耶伦鸽派美指“三连阴”，金价重回1240美元关口
20160330.0,00:00,03月30日山东招金最新回购金价258.20
20160330.0,00:00,美国数据疲弱 黄金压力缓解
20160330.0,00:00,金价高涨导致中国对黄金需求微弱
20160330.0,00:00,两因素解读如何把握黄金中短期价格走势
20160330.0,00:00,03月30日山东招金最新回购金价258.78
20160330.0,00:00,美联储“谨慎”升息 国际金借势发威
20160330.0,00:00,耶伦怂了美元头破血流 黄金涨疯了会怕小非农？
20160330.0,00:00,利好来袭 黄金T+D周二夜盘上涨
20160330.0,00:00,鸽派女王助力 现货黄金高位大幅收涨
20160330.0,00:00,耶伦嘹亮“鸽”声不绝于耳 黄金跳升约2%
20160330.0,00:00,期金金价飙升多头欢呼 耶伦讲话再显鸽派女王本色
20160330.0,00:00,03月30日黄金ETF持仓最新报价
20160329.0,00:00,香港2月净流入内地黄金量按月回升63%，受避险需求带动
20160329.0,00:00,耶伦讲话在即 黄金拉升10美元逼近1230
20160329.0,00:00,苏格兰高地新金矿“里程碑式”起航
20160329.0,00:00,美联储释放加息梦魇 金银多头不堪重负
20160329.0,00:00,国际金价亚市尾盘扩大跌幅 黄金T+D周二收跌0.2%
20160329.0,00:00,遍地是黄金 你却喜欢在熊市中投资
20160329.0,00:00,金价见顶？一张图告诉你黄金将突破3000美元
20160329.0,00:00,03月29日山东招金最新回购金价255.30
20160329.0,00:00,03月29日山东招金最新回购金价255.47
20160329.0,00:00,前期空单黄金TD253附近止盈 未入场者256附近试空
20160329.0,00:00,美元王者归来压金银 非农周市场将一波三折
20160329.0,00:00,【黄金晨报】多空胶着 今夜这个人讲话恐打破僵局
20160329.0,00:00,过去五年美国总计出口287吨黄金 中国成最大出口目的地
20160329.0,00:00,俄罗斯一周增持价值60亿美元的黄金储备
20160329.0,00:00,金价收跌于一个月低点 美联储加息预期施压
20160329.0,00:00,【现货黄金收盘】美通胀数据不如预期 黄金小幅收涨
20160329.0,00:00,黄金低开後反弹 美国PCE数据疲弱带来支持
20160329.0,00:00,FED青睐的通胀指标“不佳” “巨量买单”助黄金闪破1220
20160329.0,00:00,03月29日黄金ETF持仓最新报价
20160328.0,00:00,黄金做多吸引力下降 耐心等待反弹做空机会 
20160328.0,00:00,加息紧箍咒+耶伦携非农登场 黄金本周会跌向1175吗？
20160328.0,00:00,03月28日山东招金最新回购金价254.78
20160328.0,00:00,黄金上周破位继续下跌 目标直指1190 
20160328.0,00:00,金价承压下探千二 沥青V型反弹还是反转？
20160328.0,00:00,本周黄金凶多吉少
20160328.0,00:00,别去理会“金油比” 机构依旧看涨后市
20160328.0,00:00,03月28日山东招金最新回购金价254.38
20160328.0,00:00,金价下跌是季节性常态 更关注通胀带来推动
20160328.0,00:00,本周黄金价格还得跌 能看空至1100美元
20160328.0,00:00,印度黄金货币化项目前路漫漫 半年仅吸引3公斤黄金储蓄
20160328.0,00:00,03月28日黄金ETF持仓最新报价
20160327.0,00:00,03月27日黄金ETF持仓最新报价
20160326.0,00:00,黄金或考验1200关口支撑 
20160326.0,00:00,下周黄金交易员或对美GDP上修做出反应
20160326.0,00:00,03月26日黄金ETF持仓最新报价
20160325.0,00:00,03月25日山东招金最新回购金价255.80
20160325.0,00:00,存在此迹象时绝非底部 黄金交易员需有下跌心理准备
20160325.0,00:00,黄金英镑受难美元满血复活 警惕重磅数据引发异动 
20160325.0,00:00,03月25日山东招金最新回购金价255.50
20160325.0,00:00,黄金被“钉死”在一个月低位 周线料创4个月最大跌幅
20160325.0,00:00,向上根基不变 黄金T+D周四夜盘微涨
20160325.0,00:00,黄金空头当然是空头 但禁止无脑空
20160325.0,00:00,黄金市场面临修正 但今年仍有上行潜力 
20160325.0,00:00,金价连续三周下跌 美联储官员鹰派言论提振加息预期
20160325.0,00:00,美初请数据显就业强劲 黄金上行压力巨大
20160325.0,00:00,03月25日黄金ETF持仓最新报价
20160324.0,00:00,黄金市场投资者选择获利了结的三大原因
20160324.0,00:00,黄金ETF无惧金价下行继续流入 成黄金市场重要支撑
20160324.0,00:00,黄金市场或遭遇近4个月最差一周 市场将进一步盘整
20160324.0,00:00,黄金跌至近一个月低位 法兴银行这次看对了？
20160324.0,00:00,03月24日山东招金最新回购金价255.55
20160324.0,00:00,黄金价格创月新低 黄金牛市或将渐行渐远 
20160324.0,00:00,03月24日山东招金最新回购金价255.15
20160324.0,00:00,美联储加息预期重燃 贵金属跌破40日移动均线
20160324.0,00:00,上涨受阻 黄金T+D周三夜盘下跌
20160324.0,00:00,金银油全线下跌 多单割肉空单持有
20160324.0,00:00,黄金本次高台“跳水” 为未来跌势开启大门 
20160324.0,00:00,部分投资者获利回吐 黄金抛售压力较大
20160324.0,00:00,黄金∶进一步回调 重要支持位於50日均线附近
20160324.0,00:00,金价创一个月新低 美联储官员鹰派言论提振美元
20160324.0,00:00,03月24日黄金ETF持仓最新报价
20160323.0,00:00,03月23日山东招金最新回购金价257.96
20160323.0,00:00,高盛对黄金走势判断错误的原因
20160323.0,00:00,黄金日线倒垂阳 市场转空看新低
20160323.0,00:00,黄金1254下继续选点放空 40将加速下行 
20160323.0,00:00,03月23日山东招金最新回购金价260.10
20160323.0,00:00,黄金仍未破前期压力位 后市或继续维持下跌走势
20160323.0,00:00,黄金上涨动能有所减弱
20160323.0,00:00,金价止跌反弹 布鲁塞尔恐袭事件激发避险买盘
20160323.0,00:00,黄金受美联储鸽派言论支撑但未能创出新高
20160323.0,00:00,避险促黄金强势上涨 投资者涌入避险资产
20160323.0,00:00,作为针对地缘政治问题的避险资产 黄金近期没太好表现
20160323.0,00:00,03月23日黄金ETF持仓最新报价
20160322.0,00:00,涨势乏力加投资者获利了结 1250成黄金面前难越大山 
20160322.0,00:00,黄金开始进入第一次负面计数 金价或在这个区间波动 
20160322.0,00:00,03月22日山东招金最新回购金价260.58
20160322.0,00:00,打死不认错！高盛重申3个月后金价将跌至1100美元
20160322.0,00:00,黄金市场再迎剧烈震荡 短期金价走势仍获支撑 
20160322.0,00:00,多空激战 黄金止步不前 
20160322.0,00:00,1265空单继续持有下看 4月加息论金价将再创新低 
20160322.0,00:00,黄金1250下保持空头思路 今日看1232 
20160322.0,00:00,03月22日山东招金最新回购金价260.00
20160322.0,00:00,黄金外汇如何通过技术面判断趋势
20160322.0,00:00,隔夜欧美股市涨跌互现 黄金和原油均走低 
20160322.0,00:00,FED鹰派“重生”黄金惨遭三连跌 风景白银这边更好！
20160322.0,00:00,工行北分:贵金属及商品市场交易策略
20160322.0,00:00,上涨受阻 黄金 黄金T+D周一夜盘下跌
20160322.0,00:00,高盛:维持对黄金的看空观点
20160322.0,00:00,黄金高位徘徊 复活节假期行情清淡 
20160322.0,00:00,回调压力大 黄金破位下行三连跌 
20160322.0,00:00,随着股市及油价反弹 黄金还将进一步走低？
20160322.0,00:00,ICN: 金价运行在1250之下将持续下跌
20160322.0,00:00,金价上涨动能有所减弱 投资黄金的理由仍存在
20160322.0,00:00,03月22日黄金ETF持仓最新报价
20160321.0,00:00,03月21日山东招金最新回购金价259.98
20160321.0,00:00,黄金退守1250力图反弹 聚焦本周FED高官密集喊话 
20160321.0,00:00,03月21日山东招金最新回购金价261.04
20160321.0,00:00,市场分歧开始显现 黄金顶部将至？ 
20160321.0,00:00,乐观情绪开始消退 黄金单边市行情已不再？
20160321.0,00:00,黄金高位震荡交投 白银破位上行可期 
20160321.0,00:00,黄金无支撑维持调整 原油跳空高开谨防回补
20160321.0,00:00,黄金退居二线 白银接棒发力
20160321.0,00:00,FED决议鸽派助涨黄金 多空分歧料难破1280
20160321.0,00:00,03月21日黄金ETF持仓最新报价
20160320.0,00:00,03月20日黄金ETF持仓最新报价
20160319.0,00:00,油价转涨为跌 金银多空解套及下周行情预测
20160319.0,00:00,全球最大黄金ETF--SPDR GOLD TRUST周五持仓较上日增加11.90吨，增幅1.47%，至818.99吨
20160319.0,00:00,黄金续跌 但本周仍有望录得涨幅
20160319.0,00:00,03月19日黄金ETF持仓最新报价
20160318.0,00:00,金价收复1260美元 美联储决议后看多情绪再升温
20160318.0,00:00,03月18日山东招金最新回购金价262.95
20160318.0,00:00,03月18日山东招金最新回购金价263.30
20160318.0,00:00,03月18日黄金ETF持仓最新报价
20160317.0,00:00,03月17日山东招金最新回购金价262.95
20160317.0,00:00,鸽派决议引发非美全线暴涨 黄金早盘要先空 
20160317.0,00:00,03月17日山东招金最新回购金价262.43
20160317.0,00:00,03月17日黄金ETF持仓最新报价
20160316.0,00:00,03月16日山东招金最新回购金价258.69
20160316.0,00:00,世界上唯一的避风港是黄金 
20160316.0,00:00,金价能涨到1400美元/盎司吗？ 
20160316.0,00:00,新兴市场和供应下降有助于金价上升 
20160316.0,00:00,今日美联储议息来袭 金价三连阴退守30日均线
20160316.0,00:00,03月16日山东招金最新回购金价257.95
20160316.0,00:00,03月16日黄金ETF持仓最新报价
20160315.0,00:00,看空不追空 黄金反弹莫当反转
20160315.0,00:00,美联储会议决定加息与否 黄金白银何去何从 
20160315.0,00:00,美联储透露出加息蛛丝马迹 无疑给黄金服下定心丸 
20160315.0,00:00,黄金疲软延续下跌 中线空短线依旧空
20160315.0,00:00,03月15日山东招金最新回购金价257.18
20160315.0,00:00,03月15日山东招金最新回购金价257.55
20160315.0,00:00,03月15日黄金ETF持仓最新报价
20160314.0,00:00,03月14日山东招金最新回购金价262.40
20160314.0,00:00,FOMC会议在即 金油应静候
20160314.0,00:00,黄金日内反弹继续下挫 本周美联储利率决议来袭
20160314.0,00:00,四方纵观黄金 后市仍具潜力
20160314.0,00:00,03月14日山东招金最新回购金价261.90
20160314.0,00:00,03月14日黄金ETF持仓最新报价
20160313.0,00:00,03月13日黄金ETF持仓最新报价
20160312.0,00:00,03月12日黄金ETF持仓最新报价
20160311.0,00:00,03月11日山东招金最新回购金价266.15
20160311.0,00:00,黄金回踩颈线位确位支撑 德拉基\
20160311.0,00:00,03月11日山东招金最新回购金价267.20
20160311.0,00:00,黄金虚破探底大V反转 日内做多需等1264 
20160311.0,00:00,03月11日黄金ETF持仓最新报价
20160310.0,00:00,金银是否中期见顶？贵金属专家各执一词
20160310.0,00:00,黄金下破1264回踩颈线位 原油短期继续上行
20160310.0,00:00,03月10日山东招金最新回购金价262.10
20160310.0,00:00,03月10日黄金ETF持仓最新报价
20160309.0,00:00,03月09日山东招金最新回购金价263.31
20160309.0,00:00,金价短线将迎来回调
20160309.0,00:00,03月09日山东招金最新回购金价262.82
20160309.0,00:00,金价未能延续涨势 美联储会议前获利了结为主
20160309.0,00:00,上行受阻 黄金T+D周二夜盘下跌
20160309.0,00:00,股市黄金近期同涨 表明市场走高下担忧依旧
20160309.0,00:00,现货黄金上涨乏力 高盛“乌鸦嘴”显灵了？
20160309.0,00:00,黄金冲高回落投资者获利了结 1270关口难维持
20160309.0,00:00,避险再来金价高位徘徊 蓄势冲高or强弩之末？
20160309.0,00:00,03月09日黄金ETF持仓最新报价
20160308.0,00:00,03月08日山东招金最新回购金价265.88
20160308.0,00:00,黄金蓄势上涨 原油上看40？
20160308.0,00:00,黄永权:黄金大势趋势虽多 但短期需求震荡修复
20160308.0,00:00,高位区间修正 黄金亚盘1273下继续短空 
20160308.0,00:00,黄金日线三角突破确认 周线剑指千三方向运
20160308.0,00:00,03月08日山东招金最新回购金价265.93
20160308.0,00:00,"截止至3月7日全球最大的黄金ETF SPDR的黄金持仓量为25,499,515.79盎司，与上一交易日持平"
20160308.0,00:00,现货黄金高位收涨 持稳在1250关口之上
20160308.0,00:00,期金收盘价小幅收跌 原油持续反弹避险资产热度消退
20160308.0,00:00,03月08日黄金ETF持仓最新报价
20160307.0,00:00,03月07日山东招金最新回购金价264.44
20160307.0,00:00,金价冲高回落纠结1260水平 期金多头一个半月首次下降
20160307.0,00:00,(03-07 12:53) 印度政府本周开始接受第三批黄金债券申请
20160307.0,00:00,黄金日线三角形突破 日内回踩继续多
20160307.0,00:00,靓丽非农出乎意料 金银上演V型反转
20160307.0,00:00,市场买兴正浓 黄金涨势不改
20160307.0,00:00,03月07日山东招金最新回购金价265.18
20160307.0,00:00,黄金市场收获6年最佳开局 但然这么快这么猛能否持续？
20160307.0,00:00,金价强劲为何银价表现“打折”？相关性哪儿去了？
20160307.0,00:00,黄金市场表现坚挺 策略师称投资者们都在追踪动能
20160307.0,00:00,非农挑战后黄金依然屹立 本周市场目光转向欧洲
20160307.0,00:00,非农挑战过去金价小幅走低 市场预期出现分歧
20160307.0,00:00,03月07日黄金ETF持仓最新报价
20160306.0,00:00,期金收创13个月高位，非农符合预期金价承压有限
20160306.0,00:00,03月06日黄金ETF持仓最新报价
20160305.0,00:00,03月05日黄金ETF持仓最新报价
20160304.0,00:00,黄金是否由熊转牛？
20160304.0,00:00,03月04日山东招金最新回购金价264.00
20160304.0,00:00,加拿大央行却抛光了所有黄金
20160304.0,00:00,三角破位静待非农 黄金牛市曙光已现？
20160304.0,00:00,黄金三角整理强势突破 高位修正待非农
20160304.0,00:00,03月04日山东招金最新回购金价263.80
20160304.0,00:00,3月4日黄金交易提醒
20160304.0,00:00,黄金市场2月表现表明其突破两年下行趋势
20160304.0,00:00,金价上行趋势强劲 新牛市或许真的到了 
20160304.0,00:00,非农未到黄金大涨 触13个月高点看向1270
20160304.0,00:00,白银和黄金走势脱节或带来套利机会
20160304.0,00:00,欧美股市涨势暂缓 黄金创逾一年来最高收盘
20160304.0,00:00,黄金上破三角形整理上轨 关注周五非农报告
20160304.0,00:00,黄金ETF累增 投资者的不确定性为黄金加油
20160304.0,00:00,03月04日黄金ETF持仓最新报价
20160303.0,00:00,03月03日山东招金最新回购金价260.81
20160303.0,00:00,黄金先盘整再走高？听听市场不同声音吧
20160303.0,00:00,现货黄金获支持将再次挑战上方阻力
20160303.0,00:00,黄金三角区间震荡 明日非农突破在即
20160303.0,00:00,03月03日山东招金最新回购金价260.62
20160303.0,00:00,黄金三角旗形收敛 短期将迎破位行情
20160303.0,00:00,未来9个月黄金价格或将上涨10% 
20160303.0,00:00,黄金受避险推动 机构称对全球经济担忧有理由
20160303.0,00:00,金价无视靓丽ADP 挺近1240待非农
20160303.0,00:00,金价反弹 无视美股上涨及强劲数据
20160303.0,00:00,黄金收复昨日跌幅 短期焦点再指三角整理上轨
20160303.0,00:00,黄金反弹摆脱阴影了吗？后市仍看非农“脸色”
20160303.0,00:00,摆脱美国数据影响 黄金止跌反弹
20160303.0,00:00,03月03日黄金ETF持仓最新报价
20160302.0,00:00,03月02日山东招金最新回购金价258.70
20160302.0,00:00,金价回落至1230下方静待ADP数据 ETF还在大幅流入
20160302.0,00:00,美元多头强势不改 黄金三角区间上轨遇阻下跌
20160302.0,00:00,避险情绪仍是金价上涨的动力
20160302.0,00:00,黄金大三角破位在即 谨防此次下破1218 
20160302.0,00:00,03月02日山东招金最新回购金价258.66
20160302.0,00:00,股市企稳了 黄金这次能跌到哪？
20160302.0,00:00,黄金ETF重回2014水平 两个月流入抹去两年流出
20160302.0,00:00,美经济数据向好避险需求减弱 金价受打压冲高回落
20160302.0,00:00,金价小时图呈三角形整理形态 关注下方支撑线
20160302.0,00:00,数据唱多美股上涨 黄金高位回调是卖出的时机吗？
20160302.0,00:00,03月02日黄金ETF持仓最新报价
20160301.0,00:00,金价虽持续大涨 黄金市场多空预期依然分歧
